date,exdate,cp_flag,strike_price,best_bid,best_offer,impl_volatility,mid,T
2023-01-03,2023-01-06,C,245.0,0.0,0.01,2.265151,0.005,0.00821917808219178
2023-01-03,2023-01-06,C,250.0,0.0,0.01,2.326423,0.005,0.00821917808219178
2023-01-03,2023-01-06,C,50.0,75.2,75.35,4.713268,75.275,0.00821917808219178
2023-01-03,2023-01-06,C,55.0,70.2,70.35,4.253811,70.275,0.00821917808219178
2023-01-03,2023-01-06,C,60.0,65.2,65.35,3.834862,65.275,0.00821917808219178
2023-01-03,2023-01-06,C,65.0,60.15,60.45,3.516022,60.3,0.00821917808219178
2023-01-03,2023-01-06,C,70.0,55.15,55.45,3.153143,55.3,0.00821917808219178
2023-01-03,2023-01-06,C,75.0,50.2,50.45,2.866269,50.325,0.00821917808219178
2023-01-03,2023-01-06,C,80.0,45.15,45.45,2.495951,45.3,0.00821917808219178
2023-01-03,2023-01-06,C,85.0,40.15,40.5,2.237864,40.325,0.00821917808219178
2023-01-03,2023-01-06,C,90.0,35.15,35.45,1.908723,35.3,0.00821917808219178
2023-01-03,2023-01-06,C,95.0,30.15,30.5,1.669293,30.325,0.00821917808219178
2023-01-03,2023-01-06,P,100.0,0.0,0.01,0.857581,0.005,0.00821917808219178
2023-01-03,2023-01-06,P,105.0,0.01,0.02,0.76712,0.015,0.00821917808219178
2023-01-03,2023-01-06,P,110.0,0.03,0.04,0.649242,0.035,0.00821917808219178
2023-01-03,2023-01-06,P,111.0,0.05,0.06,0.651375,0.055,0.00821917808219178
2023-01-03,2023-01-06,P,112.0,0.06,0.07,0.626001,0.065,0.00821917808219178
2023-01-03,2023-01-06,P,113.0,0.09,0.1,0.622762,0.095,0.00821917808219178
2023-01-03,2023-01-06,P,114.0,0.12,0.13,0.608822,0.125,0.00821917808219178
2023-01-03,2023-01-06,P,115.0,0.16,0.17,0.595589,0.165,0.00821917808219178
2023-01-03,2023-01-06,P,116.0,0.22,0.23,0.587338,0.225,0.00821917808219178
2023-01-03,2023-01-06,P,117.0,0.29,0.3,0.574532,0.295,0.00821917808219178
2023-01-03,2023-01-06,P,118.0,0.39,0.4,0.566134,0.395,0.00821917808219178
2023-01-03,2023-01-06,P,119.0,0.51,0.52,0.55458,0.515,0.00821917808219178
2023-01-03,2023-01-06,P,120.0,0.68,0.69,0.548886,0.685,0.00821917808219178
2023-01-03,2023-01-06,P,121.0,0.88,0.89,0.539566,0.885,0.00821917808219178
2023-01-03,2023-01-06,P,122.0,1.13,1.14,0.531045,1.1349999999999998,0.00821917808219178
2023-01-03,2023-01-06,P,123.0,1.43,1.46,0.523954,1.4449999999999998,0.00821917808219178
2023-01-03,2023-01-06,P,124.0,1.79,1.82,0.514471,1.8050000000000002,0.00821917808219178
2023-01-03,2023-01-06,P,125.0,2.22,2.24,0.504968,2.2300000000000004,0.00821917808219178
2023-01-03,2023-01-06,P,126.0,2.7,2.72,0.492397,2.71,0.00821917808219178
2023-01-03,2023-01-06,P,127.0,3.25,3.3,0.482682,3.275,0.00821917808219178
2023-01-03,2023-01-06,P,128.0,3.85,3.9,0.463612,3.875,0.00821917808219178
2023-01-03,2023-01-06,P,129.0,4.55,4.6,0.450649,4.574999999999999,0.00821917808219178
2023-01-03,2023-01-06,P,130.0,5.3,5.4,0.439586,5.35,0.00821917808219178
2023-01-03,2023-01-06,P,131.0,6.05,6.3,0.423897,6.175,0.00821917808219178
2023-01-03,2023-01-06,P,132.0,6.95,7.1,0.386634,7.025,0.00821917808219178
2023-01-03,2023-01-06,P,133.0,7.8,8.0,,7.9,0.00821917808219178
2023-01-03,2023-01-06,P,134.0,8.8,8.95,,8.875,0.00821917808219178
2023-01-03,2023-01-06,P,135.0,9.75,9.95,,9.85,0.00821917808219178
2023-01-03,2023-01-06,P,136.0,10.7,10.95,,10.825,0.00821917808219178
2023-01-03,2023-01-06,P,137.0,11.7,11.85,,11.774999999999999,0.00821917808219178
2023-01-03,2023-01-06,P,138.0,12.7,12.85,,12.774999999999999,0.00821917808219178
2023-01-03,2023-01-06,P,139.0,13.65,13.85,,13.75,0.00821917808219178
2023-01-03,2023-01-06,P,140.0,14.65,14.9,,14.775,0.00821917808219178
2023-01-03,2023-01-06,P,141.0,15.65,15.85,,15.75,0.00821917808219178
2023-01-03,2023-01-06,P,142.0,16.65,16.85,,16.75,0.00821917808219178
2023-01-03,2023-01-06,P,143.0,17.65,17.9,,17.775,0.00821917808219178
2023-01-03,2023-01-06,P,144.0,18.65,18.85,,18.75,0.00821917808219178
2023-01-03,2023-01-06,P,145.0,19.65,19.85,,19.75,0.00821917808219178
2023-01-03,2023-01-06,P,146.0,20.65,20.85,,20.75,0.00821917808219178
2023-01-03,2023-01-06,P,147.0,21.6,21.9,,21.75,0.00821917808219178
2023-01-03,2023-01-06,P,148.0,22.65,22.9,,22.775,0.00821917808219178
2023-01-03,2023-01-06,P,149.0,23.65,23.85,,23.75,0.00821917808219178
2023-01-03,2023-01-06,P,150.0,24.65,24.9,,24.775,0.00821917808219178
2023-01-03,2023-01-06,P,152.5,27.1,27.4,,27.25,0.00821917808219178
2023-01-03,2023-01-06,P,155.0,29.6,29.9,,29.75,0.00821917808219178
2023-01-03,2023-01-06,P,157.5,32.1,32.4,,32.25,0.00821917808219178
2023-01-03,2023-01-06,P,160.0,34.6,34.9,,34.75,0.00821917808219178
2023-01-03,2023-01-06,P,162.5,37.1,37.4,,37.25,0.00821917808219178
2023-01-03,2023-01-06,P,165.0,39.6,39.9,,39.75,0.00821917808219178
2023-01-03,2023-01-06,P,167.5,42.1,42.4,,42.25,0.00821917808219178
2023-01-03,2023-01-06,P,170.0,44.6,44.9,,44.75,0.00821917808219178
2023-01-03,2023-01-06,P,172.5,47.1,47.4,,47.25,0.00821917808219178
2023-01-03,2023-01-06,P,175.0,49.6,49.9,,49.75,0.00821917808219178
2023-01-03,2023-01-06,P,177.5,52.1,52.4,,52.25,0.00821917808219178
2023-01-03,2023-01-06,P,180.0,54.6,54.9,,54.75,0.00821917808219178
2023-01-03,2023-01-06,P,185.0,59.6,59.9,,59.75,0.00821917808219178
2023-01-03,2023-01-06,P,190.0,64.65,64.9,,64.775,0.00821917808219178
2023-01-03,2023-01-06,P,195.0,69.6,69.9,,69.75,0.00821917808219178
2023-01-03,2023-01-06,P,200.0,74.6,74.85,,74.725,0.00821917808219178
2023-01-03,2023-01-06,P,205.0,79.6,79.9,,79.75,0.00821917808219178
2023-01-03,2023-01-06,P,210.0,84.6,84.9,,84.75,0.00821917808219178
2023-01-03,2023-01-06,P,215.0,89.6,89.9,,89.75,0.00821917808219178
2023-01-03,2023-01-06,P,220.0,94.6,94.9,,94.75,0.00821917808219178
2023-01-03,2023-01-06,P,225.0,99.6,99.9,,99.75,0.00821917808219178
2023-01-03,2023-01-06,P,230.0,104.6,104.9,,104.75,0.00821917808219178
2023-01-03,2023-01-06,P,235.0,109.6,109.9,,109.75,0.00821917808219178
2023-01-03,2023-01-06,P,240.0,114.65,114.8,,114.725,0.00821917808219178
2023-01-03,2023-01-06,P,245.0,119.65,119.8,,119.725,0.00821917808219178
2023-01-03,2023-01-06,P,250.0,124.65,124.8,,124.725,0.00821917808219178
2023-01-03,2023-01-06,P,50.0,0.0,0.01,3.209448,0.005,0.00821917808219178
2023-01-03,2023-01-06,P,55.0,0.0,0.01,2.889781,0.005,0.00821917808219178
2023-01-03,2023-01-06,P,60.0,0.0,0.01,2.59775,0.005,0.00821917808219178
2023-01-03,2023-01-06,P,65.0,0.0,0.01,2.328704,0.005,0.00821917808219178
2023-01-03,2023-01-06,P,70.0,0.0,0.01,2.079034,0.005,0.00821917808219178
2023-01-03,2023-01-06,P,75.0,0.0,0.01,1.845871,0.005,0.00821917808219178
2023-01-03,2023-01-06,P,80.0,0.0,0.01,1.626889,0.005,0.00821917808219178
2023-01-03,2023-01-06,P,85.0,0.0,0.01,1.420145,0.005,0.00821917808219178
2023-01-03,2023-01-06,P,90.0,0.0,0.01,1.223974,0.005,0.00821917808219178
2023-01-03,2023-01-06,P,95.0,0.0,0.01,1.036897,0.005,0.00821917808219178
2023-01-03,2023-01-13,C,100.0,25.35,25.6,0.813234,25.475,0.0273972602739726
2023-01-03,2023-01-13,C,101.0,24.35,24.6,0.782912,24.475,0.0273972602739726
2023-01-03,2023-01-13,C,102.0,23.4,23.6,0.765497,23.5,0.0273972602739726
2023-01-03,2023-01-13,C,103.0,22.4,22.6,0.735205,22.5,0.0273972602739726
2023-01-03,2023-01-13,C,104.0,21.4,21.7,0.727752,21.549999999999997,0.0273972602739726
2023-01-03,2023-01-13,C,105.0,20.4,20.7,0.69712,20.549999999999997,0.0273972602739726
2023-01-03,2023-01-13,C,106.0,19.45,19.75,0.686508,19.6,0.0273972602739726
2023-01-03,2023-01-13,C,107.0,18.55,18.7,0.664726,18.625,0.0273972602739726
2023-01-03,2023-01-13,C,108.0,17.5,17.8,0.642236,17.65,0.0273972602739726
2023-01-03,2023-01-13,C,109.0,16.55,16.8,0.619054,16.675,0.0273972602739726
2023-01-03,2023-01-13,C,110.0,15.65,15.85,0.610187,15.75,0.0273972602739726
2023-01-03,2023-01-13,C,111.0,14.65,14.95,0.591758,14.8,0.0273972602739726
2023-01-03,2023-01-13,C,112.0,13.7,14.05,0.578291,13.875,0.0273972602739726
2023-01-03,2023-01-13,C,113.0,12.85,13.05,0.562583,12.95,0.0273972602739726
2023-01-03,2023-01-13,C,114.0,11.95,12.15,0.55023,12.05,0.0273972602739726
2023-01-03,2023-01-13,C,115.0,11.1,11.25,0.540254,11.175,0.0273972602739726
2023-01-03,2023-01-13,C,116.0,10.25,10.4,0.531752,10.325,0.0273972602739726
2023-01-03,2023-01-13,C,117.0,9.45,9.6,0.528355,9.524999999999999,0.0273972602739726
2023-01-03,2023-01-13,C,118.0,8.7,8.75,0.520764,8.725,0.0273972602739726
2023-01-03,2023-01-13,C,119.0,7.9,8.0,0.5131,7.95,0.0273972602739726
2023-01-03,2023-01-13,C,120.0,7.15,7.25,0.505096,7.2,0.0273972602739726
2023-01-03,2023-01-13,C,121.0,6.45,6.55,0.499799,6.5,0.0273972602739726
2023-01-03,2023-01-13,C,122.0,5.8,5.85,0.493447,5.824999999999999,0.0273972602739726
2023-01-03,2023-01-13,C,123.0,5.15,5.2,0.485802,5.175000000000001,0.0273972602739726
2023-01-03,2023-01-13,C,124.0,4.55,4.6,0.479837,4.574999999999999,0.0273972602739726
2023-01-03,2023-01-13,C,125.0,3.95,4.05,0.47217,4.0,0.0273972602739726
2023-01-03,2023-01-13,C,126.0,3.45,3.5,0.465779,3.475,0.0273972602739726
2023-01-03,2023-01-13,C,127.0,2.99,3.0,0.459821,2.995,0.0273972602739726
2023-01-03,2023-01-13,C,128.0,2.55,2.57,0.454294,2.5599999999999996,0.0273972602739726
2023-01-03,2023-01-13,C,129.0,2.15,2.17,0.447881,2.16,0.0273972602739726
2023-01-03,2023-01-13,C,130.0,1.81,1.82,0.443333,1.815,0.0273972602739726
2023-01-03,2023-01-13,C,131.0,1.49,1.51,0.437411,1.5,0.0273972602739726
2023-01-03,2023-01-13,C,132.0,1.22,1.24,0.432403,1.23,0.0273972602739726
2023-01-03,2023-01-13,C,133.0,1.0,1.02,0.42972,1.01,0.0273972602739726
2023-01-03,2023-01-13,C,134.0,0.81,0.82,0.425888,0.815,0.0273972602739726
2023-01-03,2023-01-13,C,135.0,0.66,0.67,0.425206,0.665,0.0273972602739726
2023-01-03,2023-01-13,C,136.0,0.52,0.54,0.422493,0.53,0.0273972602739726
2023-01-03,2023-01-13,C,137.0,0.42,0.43,0.421733,0.425,0.0273972602739726
2023-01-03,2023-01-13,C,138.0,0.34,0.35,0.42305,0.345,0.0273972602739726
2023-01-03,2023-01-13,C,139.0,0.27,0.28,0.423068,0.275,0.0273972602739726
2023-01-03,2023-01-13,C,140.0,0.22,0.23,0.425965,0.225,0.0273972602739726
2023-01-03,2023-01-13,C,141.0,0.18,0.19,0.429475,0.185,0.0273972602739726
2023-01-03,2023-01-13,C,142.0,0.15,0.16,0.434584,0.155,0.0273972602739726
2023-01-03,2023-01-13,C,143.0,0.12,0.13,0.436642,0.125,0.0273972602739726
2023-01-03,2023-01-13,C,144.0,0.1,0.11,0.441873,0.10500000000000001,0.0273972602739726
2023-01-03,2023-01-13,C,145.0,0.08,0.1,0.448383,0.09,0.0273972602739726
2023-01-03,2023-01-13,C,146.0,0.07,0.08,0.452745,0.07500000000000001,0.0273972602739726
2023-01-03,2023-01-13,C,147.0,0.06,0.07,0.459671,0.065,0.0273972602739726
2023-01-03,2023-01-13,C,148.0,0.05,0.06,0.464786,0.055,0.0273972602739726
2023-01-03,2023-01-13,C,149.0,0.04,0.06,0.474362,0.05,0.0273972602739726
2023-01-03,2023-01-13,C,150.0,0.04,0.05,0.483016,0.045,0.0273972602739726
2023-01-03,2023-01-13,C,152.5,0.02,0.04,0.494793,0.03,0.0273972602739726
2023-01-03,2023-01-13,C,155.0,0.02,0.03,0.518827,0.025,0.0273972602739726
2023-01-03,2023-01-13,C,157.5,0.01,0.03,0.539035,0.02,0.0273972602739726
2023-01-03,2023-01-13,C,160.0,0.01,0.02,0.554322,0.015,0.0273972602739726
2023-01-03,2023-01-13,C,162.5,0.01,0.02,0.585225,0.015,0.0273972602739726
2023-01-03,2023-01-13,C,165.0,0.0,0.02,0.591468,0.01,0.0273972602739726
2023-01-03,2023-01-13,C,167.5,0.0,0.02,0.620139,0.01,0.0273972602739726
2023-01-03,2023-01-13,C,170.0,0.0,0.01,0.609556,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,175.0,0.0,0.01,0.6615,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,180.0,0.0,0.01,0.711577,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,185.0,0.0,0.01,0.759925,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,190.0,0.0,0.01,0.806664,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,195.0,0.0,0.01,0.851903,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,200.0,0.0,0.01,0.895739,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,205.0,0.0,0.01,0.938261,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,210.0,0.0,0.01,0.979551,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,215.0,0.0,0.01,1.01968,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,220.0,0.0,0.01,1.058715,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,225.0,0.0,0.01,1.096717,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,230.0,0.0,0.01,1.133739,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,235.0,0.0,0.01,1.169832,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,240.0,0.0,0.01,1.205041,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,245.0,0.0,0.01,1.239408,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,250.0,0.0,0.01,1.272973,0.005,0.0273972602739726
2023-01-03,2023-01-13,C,50.0,75.2,75.5,2.651345,75.35,0.0273972602739726
2023-01-03,2023-01-13,C,55.0,70.2,70.5,2.387963,70.35,0.0273972602739726
2023-01-03,2023-01-13,C,60.0,65.2,65.55,2.184633,65.375,0.0273972602739726
2023-01-03,2023-01-13,C,65.0,60.2,60.55,1.961878,60.375,0.0273972602739726
2023-01-03,2023-01-13,C,70.0,55.2,55.5,1.724288,55.35,0.0273972602739726
2023-01-03,2023-01-13,C,75.0,50.2,50.55,1.563627,50.375,0.0273972602739726
2023-01-03,2023-01-13,C,80.0,45.25,45.5,1.383538,45.375,0.0273972602739726
2023-01-03,2023-01-13,C,85.0,40.25,40.55,1.236605,40.4,0.0273972602739726
2023-01-03,2023-01-13,C,90.0,35.25,35.6,1.093046,35.425,0.0273972602739726
2023-01-03,2023-01-13,C,95.0,30.3,30.6,0.952236,30.450000000000003,0.0273972602739726
2023-01-03,2023-01-13,P,100.0,0.07,0.08,0.643821,0.07500000000000001,0.0273972602739726
2023-01-03,2023-01-13,P,101.0,0.08,0.09,0.630618,0.08499999999999999,0.0273972602739726
2023-01-03,2023-01-13,P,102.0,0.09,0.1,0.616035,0.095,0.0273972602739726
2023-01-03,2023-01-13,P,103.0,0.1,0.11,0.600287,0.10500000000000001,0.0273972602739726
2023-01-03,2023-01-13,P,104.0,0.12,0.13,0.591698,0.125,0.0273972602739726
2023-01-03,2023-01-13,P,105.0,0.13,0.14,0.573327,0.135,0.0273972602739726
2023-01-03,2023-01-13,P,106.0,0.16,0.17,0.567401,0.165,0.0273972602739726
2023-01-03,2023-01-13,P,107.0,0.19,0.2,0.558198,0.195,0.0273972602739726
2023-01-03,2023-01-13,P,108.0,0.22,0.23,0.546412,0.225,0.0273972602739726
2023-01-03,2023-01-13,P,109.0,0.26,0.27,0.536987,0.265,0.0273972602739726
2023-01-03,2023-01-13,P,110.0,0.32,0.33,0.53257,0.325,0.0273972602739726
2023-01-03,2023-01-13,P,111.0,0.37,0.38,0.5209,0.375,0.0273972602739726
2023-01-03,2023-01-13,P,112.0,0.45,0.46,0.515946,0.455,0.0273972602739726
2023-01-03,2023-01-13,P,113.0,0.53,0.55,0.508458,0.54,0.0273972602739726
2023-01-03,2023-01-13,P,114.0,0.64,0.65,0.502419,0.645,0.0273972602739726
2023-01-03,2023-01-13,P,115.0,0.76,0.77,0.495776,0.765,0.0273972602739726
2023-01-03,2023-01-13,P,116.0,0.9,0.91,0.489305,0.905,0.0273972602739726
2023-01-03,2023-01-13,P,117.0,1.07,1.08,0.484275,1.0750000000000002,0.0273972602739726
2023-01-03,2023-01-13,P,118.0,1.26,1.28,0.479193,1.27,0.0273972602739726
2023-01-03,2023-01-13,P,119.0,1.49,1.5,0.474347,1.495,0.0273972602739726
2023-01-03,2023-01-13,P,120.0,1.74,1.75,0.468642,1.745,0.0273972602739726
2023-01-03,2023-01-13,P,121.0,2.03,2.05,0.464556,2.04,0.0273972602739726
2023-01-03,2023-01-13,P,122.0,2.35,2.37,0.45904,2.3600000000000003,0.0273972602739726
2023-01-03,2023-01-13,P,123.0,2.71,2.73,0.453765,2.7199999999999998,0.0273972602739726
2023-01-03,2023-01-13,P,124.0,3.1,3.15,0.449123,3.125,0.0273972602739726
2023-01-03,2023-01-13,P,125.0,3.55,3.6,0.444826,3.575,0.0273972602739726
2023-01-03,2023-01-13,P,126.0,4.0,4.05,0.435381,4.025,0.0273972602739726
2023-01-03,2023-01-13,P,127.0,4.5,4.6,0.429606,4.55,0.0273972602739726
2023-01-03,2023-01-13,P,128.0,5.05,5.15,0.421324,5.1,0.0273972602739726
2023-01-03,2023-01-13,P,129.0,5.7,5.75,0.41678,5.725,0.0273972602739726
2023-01-03,2023-01-13,P,130.0,6.35,6.4,0.409642,6.375,0.0273972602739726
2023-01-03,2023-01-13,P,131.0,7.0,7.1,0.399514,7.05,0.0273972602739726
2023-01-03,2023-01-13,P,132.0,7.75,7.85,0.393979,7.8,0.0273972602739726
2023-01-03,2023-01-13,P,133.0,8.55,8.6,0.385775,8.575,0.0273972602739726
2023-01-03,2023-01-13,P,134.0,9.3,9.5,0.379638,9.4,0.0273972602739726
2023-01-03,2023-01-13,P,135.0,10.15,10.35,0.371084,10.25,0.0273972602739726
2023-01-03,2023-01-13,P,136.0,11.05,11.2,0.359507,11.125,0.0273972602739726
2023-01-03,2023-01-13,P,137.0,11.95,12.15,0.354477,12.05,0.0273972602739726
2023-01-03,2023-01-13,P,138.0,12.8,13.15,0.335892,12.975000000000001,0.0273972602739726
2023-01-03,2023-01-13,P,139.0,13.75,14.05,,13.9,0.0273972602739726
2023-01-03,2023-01-13,P,140.0,14.7,15.0,,14.85,0.0273972602739726
2023-01-03,2023-01-13,P,141.0,15.7,15.95,,15.825,0.0273972602739726
2023-01-03,2023-01-13,P,142.0,16.7,16.95,,16.825,0.0273972602739726
2023-01-03,2023-01-13,P,143.0,17.7,17.95,,17.825,0.0273972602739726
2023-01-03,2023-01-13,P,144.0,18.6,18.95,,18.775,0.0273972602739726
2023-01-03,2023-01-13,P,145.0,19.65,19.95,,19.799999999999997,0.0273972602739726
2023-01-03,2023-01-13,P,146.0,20.65,20.9,,20.775,0.0273972602739726
2023-01-03,2023-01-13,P,147.0,21.55,21.9,,21.725,0.0273972602739726
2023-01-03,2023-01-13,P,148.0,22.65,22.85,,22.75,0.0273972602739726
2023-01-03,2023-01-13,P,149.0,23.6,23.9,,23.75,0.0273972602739726
2023-01-03,2023-01-13,P,150.0,24.6,24.95,,24.775,0.0273972602739726
2023-01-03,2023-01-13,P,152.5,27.05,27.45,,27.25,0.0273972602739726
2023-01-03,2023-01-13,P,155.0,29.55,29.95,,29.75,0.0273972602739726
2023-01-03,2023-01-13,P,157.5,32.05,32.4,,32.224999999999994,0.0273972602739726
2023-01-03,2023-01-13,P,160.0,34.55,34.95,,34.75,0.0273972602739726
2023-01-03,2023-01-13,P,162.5,37.05,37.45,,37.25,0.0273972602739726
2023-01-03,2023-01-13,P,165.0,39.55,39.9,,39.724999999999994,0.0273972602739726
